JobTitle,company,Applied,JobType,DaysPostedAgo,MatchPercentage,LinkToApply,NoOfSkillsJobDemanded,SkillsJobDemended,NoOfMatchedSkills,MatchedSkills,NoOfUnmatchedSkills,UnmatchedSkills,NoOfExtraSkillsYouHave,ExtraSkillsYouHave,MyTotalSkills
 Engineering Summer Intern, Lockheed Martin, ," Full-time, Temporary, Internship",9,75.76,https://www.indeed.com/rc/clk?jk=9080f2d706aa290f&fccid=aeb15e43a6800b9d&vjs=3,33,"Statistical Analysis, MapReduce, Software, Mathematics, Reports, Code, Mac, Hadoop, Statistics, R, Writing, Processing, Analysis, C, Data Analysis, Python, Computer, Data Science, Engineering, Spark, Java, Data Mining, Technology, Innovation, Science, Hive, Data, Pig, Math, Data Wrangling, Visualizations, Management, Computer Science",25,"Statistical Analysis, MapReduce, Reports, Code, Mac, Hadoop, Statistics, R, Processing, Analysis, C, Data Analysis, Python, Computer, Data Science, Spark, Java, Data Mining, Technology, Science, Hive, Data, Pig, Management, Computer Science",8,"Innovation, Writing, Software, Mathematics, Engineering, Math, Data Wrangling, Visualizations",83,"Toad, Statistical Learning, Tensorflow, Excel, Optimization, Decision making, Text Analytics, sklearn, Hadoop Streaming, Keras, Hadoop ecosystem, Certifications, Data Analytics, Convolutional Neural Network, Algorithms, Information Technology, Technical, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Quantitative, Data Warehousing, image classification problem, Statistical Modelling, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, C++, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, SAS, Linux, Spyder, Data Sets, Seaborn, Oracle, ETL, HANA, Tableau, image classification, Jupyter Notebooks, Decision Making, Tools, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Coding, Oracle SQL Developer, Analytics, BEX Query Designer and Analyzer, Leadership, Forecasting, Development, SQL, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Networks, Numpy, Exploratory Data Analysis, Big Data, Programming, Microsoft Azure, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN, Design",108
" Research Scientist, News Feed, PhD Internship/Co-op 2018", Facebook, , Internship,0.25,75,https://www.indeed.com/rc/clk?jk=fe258c0a5f0e429b&fccid=1639254ea84748b5&vjs=3,28,"Large Data Sets, Algorithms, Technical, Mac, Analytical, Hadoop, Quantitative, Statistics, R, C++, Analysis, SAS, Data Sets, Matlab, C, Python, Research, Data Science, Tools, Engineering, Analytical , Java, Innovation, Science, Hive, Data, Programming, Design",21,"Algorithms, Technical, Mac, Hadoop, Quantitative, Statistics, R, C++, Analysis, SAS, Data Sets, C, Python, Data Science, Tools, Java, Science, Hive, Data, Programming, Design",7,"Innovation, Research, Large Data Sets, Engineering, Analytical , Matlab, Analytical",87,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Networks, Business Objects",108
 Data Science Intern, Taboola,Y, Internship,0.5,75,https://www.indeed.com/rc/clk?jk=f0a64749a979eba2&fccid=c869809b954e0ce1&vjs=3,36,"Optimization, Hadoop Streaming, MapReduce, Code, Algorithms, Technical, Mac, Support, Hadoop, Statistics, R, Web, C, Python, NoSQL, Computer, Personal, Data Science, Mobile, Design, Engineering, Spark, Java, Data Mining, Technology, Science, SQL, HBase, Hive, Applications, Data, Big Data,  Maintain, Pig, Programming, Computer Science",27,"Optimization, Hadoop Streaming, MapReduce, Computer Science, Code, Algorithms, Technical, Mac, Hadoop, Statistics, R, C, Python, Computer, Data Science, Spark, Java, Data Mining, Technology, Science, SQL, Hive, Data, Big Data, Pig, Programming, Design",9,"Support, NoSQL, HBase, Personal, Applications, Mobile,  Maintain, Engineering, Web",81,"Toad, Statistical Learning, Tensorflow, Excel, Statistical Analysis, Decision making, Text Analytics, sklearn, Keras, Hadoop ecosystem, Certifications, Data Analytics, Convolutional Neural Network, Reports, Information Technology, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Quantitative, Data Warehousing, image classification problem, Statistical Modelling, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, C++, Processing, MS Excel, Quantitative Analysis, Big Data Analytics, Management, Developer, Decision Analytics, Linux, Spyder, Analysis, SAS, Data Sets, Seaborn, Oracle, ETL, Data Analysis, HANA, Tableau, image classification, Jupyter Notebooks, Decision Making, Tools, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Coding, Oracle SQL Developer, Analytics, BEX Query Designer and Analyzer, Leadership, Forecasting, Development, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Networks, Numpy, Exploratory Data Analysis, Microsoft Azure, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN",108
 Data Science Intern, Lazard Ltd., ," Full-time, Internship",6,75,https://www.indeed.com/rc/clk?jk=86e08c21ad96882c&fccid=65e91efcff7188c2&vjs=3,32,"Financial, Languages, Data Analytics, Algorithms, Mac, Quantitative, Statistics, R, Analyze Data, Data Visualization, Machine Learning Algorithms, C++, Data Sets, Matlab, C, Python, Computer, Tableau, Responsibility, Data Science, Tools, Database, Java, Analytics, Science, Programming Languages, SQL, Databases, Data, Programming, Management, Computer Science",24,"Data Analytics, Algorithms, Mac, Quantitative, Statistics, R, Data Visualization, Machine Learning Algorithms, C++, Data Sets, C, Python, Computer, Tableau, Data Science, Tools, Java, Analytics, Science, SQL, Data, Programming, Management, Computer Science",8,"Programming Languages, Analyze Data, Responsibility, Financial, Languages, Databases, Database, Matlab",84,"Toad, Statistical Learning, Tensorflow, Excel, Statistical Analysis, Optimization, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Convolutional Neural Network, Reports, Code, Information Technology, Technical, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Hadoop, Data Warehousing, image classification problem, Statistical Modelling, OLAP, SAP Business Objects, Processing, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, Analysis, Linux, Spyder, SAS, Seaborn, Oracle, ETL, Data Analysis, HANA, image classification, Jupyter Notebooks, Decision Making, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Coding, Spark, Oracle SQL Developer, BEX Query Designer and Analyzer, Data Mining, Leadership, Technology, Forecasting, Development, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN, Design",108
 Machine Learning Software Intern, Cadence Design Systems,Y," Full-time, Internship",11,75,https://www.indeed.com/rc/clk?jk=fc522711d6892ca2&fccid=391006290e845887&vjs=3,24,"Tensorflow, Optimization, Software, Algorithms, Machine Learning Techniques, Mac, R, C++, Analysis, Software Development, C, Python, EDA, Computer, Research, Data Science, Tools, Design, Engineering, Technology, Development, Science, Data, Computer Science",18,"C, Technology, Tensorflow, Optimization, Development, Python, Science, Computer, R, Data Science, C++, Tools, Data, Computer Science, Analysis, Algorithms, Mac, Design",6,"EDA, Research, Software, Engineering, Machine Learning Techniques, Software Development",90,"Toad, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
" Summer Intern - Business Analytics DCoE, Information Technology", IEEE Corporate, ," Full-time, Temporary, Internship",9,73.91,https://www.indeed.com/rc/clk?jk=933726bf570d1c74&fccid=a181373c8b020028&vjs=3,23,"Excel, Application Development, Software, Business Analytics, R, Data Visualization, Communication, Software Development, C,  concepts, Computer, Tableau, Tools, Design, Java, Analytics, Science, Development, SQL, Data, Programming, Management, Computer Science",17,"C, Science, Development, Excel, SQL, Computer, Tableau, R, Data Visualization, Tools, Data, Programming, Computer Science, Java, Management, Analytics, Design",6," concepts, Software Development, Business Analytics, Application Development, Software, Communication",91,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Business Intelligence Intern, Vixxo, ," Temporary, Internship",16,73.91,https://www.indeed.com/rc/clk?jk=8e36e3932d36f40e&fccid=21c85e250d5b29f9&vjs=3,23,"Excel, Software, Data Analytics, Reports, R, SAP Business Objects, Architecture, Verbal, Analysis, Best Practices, C, Business Intelligence, Computer, Tools, Design, Operations, Database, Analytics, Science, SQL, Data, Business Objects, Computer Science",17,"C, Science, Excel, SQL, Computer, Business Objects, R, SAP Business Objects, Tools, Data, Computer Science, Data Analytics, Reports, Operations, Analysis, Analytics, Design",6,"Business Intelligence, Architecture, Software, Database, Verbal, Best Practices",91,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Matplotlib, Hive, Networks",108
 SUMMER INTERNSHIP - Data Scientist, IST Research,NA," Temporary, Internship",3,73.68,https://www.indeed.com/rc/clk?jk=75b2f2621b2647ec&fccid=c7be54197249c3dc&vjs=3,19,"C, Technology, Science, Python, Data Flow, R, Research, image classification, Data Science, Security, Data, Big Data, Software, Assessment, Analysis, Developer, SAS, Mac, Design",14,"C, Technology, Science, Python, R, image classification, Data Science, Data, Big Data, Analysis, Developer, SAS, Mac, Design",5,"Data Flow, Research, Security, Software, Assessment",94,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Tools, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Internship - Big Data Research for Travel Stress, Amadeus, , Internship,15,73.08,https://www.indeed.com/rc/clk?jk=1c3626f0fee7cd4f&fccid=ffc4c94689585496&vjs=3,26,"Tensorflow, Software, Email, Data Analytics, Mac, Support, R, Web, Analysis, C, Data Analysis, Python, Computer, Personal, Data Science, Engineering, Java, Analytics, Technology, Science, Training, Data, Big Data, Microsoft Azure, Programming, Computer Science",19,"C, Technology, Tensorflow, Science, Data Analysis, Python, Computer, Analytics, R, Data Science, Data, Big Data, Microsoft Azure, Data Analytics, Programming, Analysis, Java, Mac, Computer Science",7,"Support, Personal, Training, Software, Email, Engineering, Web",89,"Toad, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Tools, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Marketing Data Science Intern - Summer 2018, Sonic Drive-In - Corporate,NA," Temporary, Internship",1,72.22,https://www.indeed.com/rc/clk?jk=5c362e4dd65a1dff&fccid=4740bbc0a0fdfc36&vjs=3,18,"Data Mining, C, Leadership, Support, SQL, Quantitative, Python, Statistics, R, Written Communication, Software, Data, Operations, Analysis, Quantitative Analysis, Verbal, Technical, Communication",13,"Data Mining, C, Leadership, SQL, Quantitative, Python, Statistics, R, Data, Operations, Quantitative Analysis, Analysis, Technical",5,"Support, Software, Verbal, Written Communication, Communication",95,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108
 Spatio-temporal Data Analysis Intern, Bosch Group,Y, Internship,10,72,https://www.indeed.com/rc/clk?jk=46d3fd8094c4bf6e&fccid=a2faf1301ac6ad4b&vjs=3,25,"Languages, Mathematics, Large Data Sets, Code, Technical, Mac, Support, Hadoop, R, Analysis, Data Sets, C,  concepts, Data Analysis, Python, Tools, Engineering, Spark, Coding, Technology, Science, Data, Big Data, Programming, Math",18,"C, Technology, Science, Hadoop, Data Analysis, Python, Coding, R, Tools, Data, Big Data, Programming, Analysis, Code, Data Sets, Technical, Spark, Mac",7," concepts, Support, Languages, Large Data Sets, Mathematics, Engineering, Math",90,"Toad, Tensorflow, Excel, Certifications, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Matplotlib, Hive, Networks, Business Objects",108
 Data Science Intern, Nutanix,Y, Internship,16,72,https://www.indeed.com/rc/clk?jk=495f5fc928401ba7&fccid=dd7de5cf522ca5fc&vjs=3,25,"Statistical Analysis, Presentation, Technical, Mac, Quantitative, Statistics, R, Processing, Analysis, Data Sets, Matlab, Communication, C, Presentations, Python, Tableau, Perl, Research, Data Science, Tools, Science, SQL, Data, Organization, Management",18,"C, Science, Statistical Analysis, Quantitative, Python, Statistics, Tableau, SQL, R, Data Science, Tools, Data, Processing, Analysis, Data Sets, Technical, Management, Mac",7,"Presentations, Perl, Research, Presentation, Organization, Matlab, Communication",90,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Hadoop Streaming, Data Analytics, R-Studio, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Research Analyst Intern at exciting tech startup (Spring/Summer), GreenChoice™, ," Temporary, Internship",14,71.43,https://www.indeed.com/company/GreenChoice/jobs/Research-Analyst-Intern-At-Exciting-Tech-Startup-11d4e72a5f774502?fccid=885cbf56d7bc84f8&vjs=3,14,"C, Technology, Science, Statistics, R, Research, Review, Data Science, Applications, Software, Tools, Data, Analysis, Information Technology",10,"C, Technology, Science, Statistics, R, Data Science, Tools, Data, Analysis, Information Technology",4,"Applications, Software, Research, Review",98,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Data Science Intern, Chegg,Y, Internship,15,71.43,https://www.indeed.com/rc/clk?jk=e316f3436a8ea50c&fccid=a5cbd2514edf7804&vjs=3,28,"Algorithms, Mac, Quantitative, Statistics, R, Metrics, Writing, Analysis, Legal, C, Data Analysis, Python, Computer, Tableau, Data Science, Reporting, Tools, Engineering, Database, Analytics, Leadership, Science, SQL, Relational Databases, Databases, Data, Organization, Computer Science",20,"C, Leadership, Science, Data Analysis, Quantitative, Python, Statistics, Computer, Tableau, R, Analytics, SQL, Data Science, Reporting, Tools, Data, Analysis, Algorithms, Mac, Computer Science",8,"Organization, Relational Databases, Metrics, Writing, Databases, Engineering, Database, Legal",88,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
